time_s,accel_x_g,accel_y_g,accel_z_g
5.6981,-0.4381,-9.9168,0.1389
5.7012,-0.4094,-9.9335,0.0192
5.7042,-0.4501,-9.9120,0.3208
5.7073,-0.3280,-9.9599,0.1149
5.7104,-0.4357,-9.8761,0.0622
5.7134,-0.3639,-9.9335,0.0790
5.7165,-0.4214,-9.9431,0.1341
5.7195,-0.4310,-10.0868,0.3041
5.7226,-0.3543,-9.9599,0.0742
5.7257,-0.4597,-9.9910,0.0096
5.7287,-0.4286,-9.9766,0.1365
5.7318,-0.4118,-9.9671,0.1700
5.7348,-0.3567,-9.9575,0.1101
5.7379,-0.4214,-9.9288,-0.0072
5.7410,-0.3711,-9.9527,0.0431
5.7440,-0.3926,-9.9264,0.1173
5.7471,-0.5578,-9.9383,0.1125
5.7501,-0.5842,-9.9766,0.0503
5.7532,-0.3903,-9.9192,0.1820
5.7562,-0.4238,-9.9240,0.1006
5.7593,-0.4741,-9.8138,0.1389
5.7624,-0.3855,-10.0317,0.1197
5.7654,-0.3711,-9.9359,0.1987
5.7685,-0.3903,-9.8282,0.0072
5.7716,-0.4166,-9.9264,0.2801
5.7746,-0.4286,-9.9000,0.1365
5.7777,-0.4070,-9.9288,0.0790
5.7808,-0.4166,-9.9575,0.1844
5.7838,-0.4022,-9.9479,0.0024
5.7869,-0.4238,-9.9048,0.1580
5.7900,-0.3831,-9.9551,0.1197
5.7930,-0.4094,-9.8665,0.1030
5.7961,-0.3926,-9.9359,0.1772
5.7992,-0.4166,-9.9359,0.0455
5.8023,-0.4238,-9.8952,0.1580
5.8054,-0.4166,-9.9431,0.0168
5.8085,-0.3903,-9.9144,0.0646
5.8116,-0.4956,-9.9862,0.0790
5.8146,-0.4812,-9.9144,0.1125
5.8177,-0.4118,-9.9335,0.1197
5.8207,-0.4070,-9.9479,0.0646
5.8238,-0.3903,-9.9240,0.0886
5.8268,-0.4669,-9.9264,0.1030
5.8299,-0.4046,-9.9599,0.0934
5.8330,-0.4357,-9.9407,0.1867
5.8360,-0.3974,-9.9431,0.0934
5.8391,-0.4166,-9.9671,0.1221
5.8421,-0.4405,-9.9216,0.0359
5.8452,-0.3974,-9.9479,0.0958
5.8482,-0.4070,-9.9000,-0.0048
5.8513,-0.4238,-9.9359,0.1532
5.8544,-0.3974,-9.9335,0.0694
5.8574,-0.4549,-9.9479,0.2346
5.8605,-0.4118,-9.8809,0.0934
5.8635,-0.4070,-10.0628,0.0742
5.8666,-0.4238,-9.9431,0.1197
5.8697,-0.4549,-9.9192,0.1269
5.8728,-0.3735,-9.9168,0.0646
5.8758,-0.3926,-9.9407,0.1125
5.8789,-0.4238,-9.9479,0.1149
5.8819,-0.4669,-9.8569,0.1604
5.8850,-0.5052,-10.0509,0.1006
5.8881,-0.3903,-9.9000,0.1413
5.8911,-0.3160,-9.9216,0.0646
5.8942,-0.4022,-9.9431,0.0766
5.8972,-0.4214,-10.0030,0.1365
5.9003,-0.3998,-10.0916,0.0742
5.9034,-0.6057,-9.9431,0.1173
5.9066,-0.3831,-9.9072,0.0120
5.9097,-0.3591,-9.9527,0.1389
5.9128,-0.3639,-9.9551,0.2897
5.9158,-0.4381,-9.9311,0.1341
5.9189,-0.4166,-9.9048,0.0407
5.9220,-0.3903,-9.9503,0.0407
5.9251,-0.3903,-9.9120,0.0287
5.9281,-0.3352,-9.9311,0.1963
5.9312,-0.3903,-9.9096,0.1269
5.9343,-0.4070,-9.8306,0.1053
5.9374,-0.3879,-9.9671,0.0958
5.9404,-0.4525,-9.9311,0.1269
5.9435,-0.4214,-9.8162,0.1413
5.9466,-0.4046,-9.8881,0.1389
5.9496,-0.4764,-9.9216,0.0599
5.9527,-0.4190,-9.9575,0.0407
5.9558,-0.4764,-9.9359,0.1245
5.9588,-0.4429,-9.9742,0.1963
5.9619,-0.4621,-9.9288,0.1269
5.9650,-0.3591,-9.9240,0.0120
5.9680,-0.4381,-9.9048,0.0599
5.9711,-0.3855,-9.9431,0.1532
5.9742,-0.3232,-9.9311,0.0239
5.9773,-0.3974,-9.9431,0.1101
5.9803,-0.4046,-9.9240,0.1748
5.9834,-0.4310,-9.9479,0.1676
5.9864,-0.3711,-9.9192,0.0120
5.9895,-0.4070,-9.9144,0.0934
5.9926,-0.4310,-9.9359,0.0814
5.9956,-0.4190,-9.9383,0.0383
5.9987,-0.4142,-9.9288,0.1844
6.0018,-0.4693,-9.9383,0.1460
6.0048,-0.3974,-9.9024,0.2873
6.0079,-0.4453,-9.9407,0.0934
6.0111,-0.4310,-9.9144,0.1700
6.0142,-0.3926,-9.9407,0.0910
6.0173,-0.4381,-10.1035,0.1077
6.0204,-0.4405,-9.9335,0.1173
6.0234,-0.4717,-9.9623,0.2897
6.0265,-0.4310,-9.9288,0.1317
6.0295,-0.4262,-9.9359,0.0120
6.0326,-0.3903,-9.8258,0.0503
6.0356,-0.3903,-9.9240,0.1652
6.0387,-0.3998,-9.9503,0.0527
6.0417,-0.4693,-9.9647,0.0742
6.0448,-0.4094,-9.9407,0.0670
6.0478,-0.4573,-9.9623,0.1580
6.0509,-0.3807,-9.9479,0.1221
6.0539,-0.4094,-9.9718,0.1006
6.0570,-0.4214,-9.9742,0.1173
6.0600,-0.3974,-9.9766,0.1269
6.0631,-0.4310,-9.9168,0.0982
6.0661,-0.4286,-9.9431,0.0311
6.0692,-0.4166,-9.9216,0.0599
6.0722,-0.4429,-9.9407,0.1700
6.0753,-0.3735,-9.8881,0.1437
6.0784,-0.4429,-9.8761,0.0886
6.0814,-0.3974,-9.9431,0.1867
6.0845,-0.4118,-9.9335,0.1269
6.0876,-0.4597,-10.1131,0.1963
6.0906,-0.3256,-9.9503,0.2753
6.0937,-0.4142,-9.9479,0.0527
6.0968,-0.3879,-9.9264,0.1077
6.0998,-0.4094,-9.9383,0.0886
6.1029,-0.3783,-9.9383,0.0838
6.1059,-0.3926,-9.9311,0.1149
6.1090,-0.4166,-9.9551,0.1748
6.1121,-0.4693,-9.9766,0.1006
6.1152,-0.3496,-9.9503,0.1389
6.1183,-0.3879,-9.9575,0.0958
6.1214,-0.4477,-9.9359,0.0670
6.1245,-0.4453,-9.9240,0.1317
6.1275,-0.3208,-9.8761,0.0599
6.1305,-0.3950,-9.9264,0.0407
6.1336,-0.4046,-9.9048,0.0479
6.1366,-0.4022,-9.8737,0.1365
6.1397,-0.4190,-9.9623,0.2969
6.1427,-0.4621,-9.9288,0.1245
6.1458,-0.4214,-9.9144,0.1460
6.1489,-0.4525,-9.9264,0.1556
6.1519,-2.7390,-4.6926,6.0549
6.1550,-6.6583,-10.4148,-0.6776
6.1580,-0.1317,-19.6133,0.2322
6.1611,-0.2897,-13.3070,0.0120
6.1641,-0.0503,-11.2120,0.0766
6.1672,-0.6608,-10.3765,0.1365
6.1702,-0.2562,-10.1634,-0.4310
6.1733,0.6369,-0.9744,0.6249
6.1763,-3.9983,-9.2416,0.1245
6.1794,0.0982,-10.5034,0.2370
6.1824,-0.5291,-4.7549,0.0551
6.1856,-10.3860,-7.8338,0.2442
6.1887,-1.8627,-10.8098,0.0934
6.1918,-0.2179,-10.2185,-0.2634
6.1949,-0.0646,-10.2424,-0.2442
6.1980,-0.1101,-10.1849,0.0622
6.2010,-0.4118,-10.0892,0.0120
6.2041,-0.2921,-9.9934,0.0814
6.2071,-0.4812,-9.9479,0.1197
6.2102,-0.3998,-9.9000,0.1365
6.2133,-0.3591,-9.9958,0.1101
6.2163,-0.3400,-9.8593,-0.1676
6.2194,-5.5115,-6.1603,0.0144
6.2225,-0.3687,-10.5441,0.0144
6.2257,-0.2346,-10.1562,0.0766
6.2287,-2.8563,-8.9950,1.6113
6.2318,-3.7014,-12.2224,-2.5570
6.2349,-4.3455,-5.4396,2.5857
6.2379,0.7207,-8.9878,0.0215
6.2410,-0.1245,-10.4842,0.1652
6.2440,-0.2155,-10.1825,0.1365
6.2471,-0.4429,-9.9910,0.1269
6.2501,-0.3136,-9.9790,0.1604
6.2532,-0.4932,-9.9431,0.1317
6.2562,-0.3496,-9.9551,0.1604
6.2593,-0.5507,-9.9814,0.1173
6.2623,-0.3232,-9.9072,0.0168
6.2654,-0.3591,-9.9766,0.1245
6.2684,-0.3639,-9.9766,0.1006
6.2715,-0.5028,-9.9288,0.2658
6.2745,-0.4429,-9.9240,0.0958
6.2776,-0.3831,-9.8928,0.2514
6.2807,-0.4118,-10.0676,0.1532
6.2837,-0.4286,-9.9551,0.2682
6.2868,-0.4022,-9.9623,0.1628
6.2898,-0.3735,-9.9192,0.0838
6.2929,-0.3807,-9.9623,0.1173
6.2959,-0.4310,-9.9838,0.0862
6.2990,-0.3759,-9.9695,0.1915
6.3020,-0.4070,-9.9647,0.1077
6.3051,-0.3974,-9.9718,0.1030
6.3081,-0.3831,-9.9982,0.0431
6.3112,-0.4501,-9.9216,0.0694
6.3142,-0.3472,-9.8713,0.0120
6.3173,-0.4812,-9.9311,0.1245
6.3203,-0.4142,-9.9240,0.0096
6.3234,-0.4477,-9.9048,0.0383
6.3264,-0.5818,-9.9311,0.1125
6.3296,-0.4262,-9.8976,0.1006
6.3327,-0.4501,-10.0604,0.2227
6.3358,-0.4214,-9.9144,0.0622
6.3388,-0.3974,-9.9168,0.1293
6.3419,-0.4573,-9.9671,0.0670
6.3450,-0.4357,-9.9527,0.0862
6.3482,-0.4022,-9.9216,0.1413
6.3513,-0.4597,-9.9527,0.2227
6.3543,-0.3615,-9.8282,0.1221
6.3574,-0.4357,-10.0844,0.0694
6.3605,-0.5507,-9.9551,0.1628
6.3635,-0.4094,-9.9814,0.2059
6.3666,-0.4262,-9.9192,0.0958
6.3697,-0.4501,-9.9168,0.1915
6.3727,-0.4549,-9.9671,0.0718
6.3758,-0.4118,-9.9240,0.0239
6.3789,-0.4621,-9.9407,0.0934
6.3819,-0.4645,-9.9431,0.0455
6.3850,-0.3400,-9.9359,0.0311
6.3880,-0.3950,-9.9695,0.0838
6.3911,-0.3807,-9.9264,0.1125
6.3942,-0.3687,-9.9455,0.0311
6.3972,-0.4118,-9.9455,0.0694
6.4003,-0.4118,-9.9168,0.1245
6.4034,-0.5866,-9.9311,0.1915
6.4064,-0.4501,-9.9072,0.1652
6.4095,-0.3807,-9.9479,0.0862
6.4125,-0.4381,-9.9479,0.2753
6.4156,-0.4166,-9.8976,0.0718
6.4187,-0.3926,-10.1011,-0.0072
6.4217,-0.4262,-9.8186,0.1173
6.4248,-0.3855,-9.9862,0.0527
6.4279,-0.4788,-9.9599,0.0958
6.4310,-0.3998,-9.9288,0.0646
6.4341,-0.4788,-9.9264,0.0934
6.4372,-0.4597,-9.9503,0.0599
6.4403,-0.4549,-10.0221,0.1006
6.4433,-0.3879,-9.9096,0.1389
6.4464,-0.3879,-9.9168,0.1437
6.4494,-0.4094,-9.9096,0.1197
6.4525,-0.4238,-9.9431,0.1556
6.4555,-0.3184,-10.1059,0.1173
6.4586,-0.4453,-9.9671,0.0670
6.4617,-0.4477,-9.9431,0.0072
6.4647,-0.4022,-9.9479,0.2658
6.4677,-0.4046,-9.9503,0.0742
6.4708,-0.4262,-9.9383,0.1820
6.4739,-0.4429,-9.9647,0.2825
6.4769,-0.3879,-9.9503,0.0527
6.4800,-0.4334,-9.9192,0.0670
6.4831,-0.4238,-9.9407,0.2394
6.4861,-0.4621,-9.9192,0.1724
6.4892,-0.4334,-9.9024,0.0335
6.4922,-0.5938,-9.9359,0.1125
6.4953,-0.5722,-9.9527,0.1317
6.4984,-0.3711,-9.8761,0.1125
6.5014,-0.4453,-9.9575,0.1006
6.5045,-0.3639,-9.9048,0.0575
6.5075,-0.4166,-9.9264,0.1460
6.5106,-0.4334,-9.9407,0.0910
6.5137,-0.3974,-9.9264,0.0192
6.5167,-0.3855,-9.9120,0.0359
6.5198,-0.3950,-9.9527,0.0982
6.5228,-0.4286,-9.9886,0.0407
6.5259,-0.4597,-9.9072,0.0910
6.5290,-0.3998,-9.9599,0.0982
6.5320,-0.3950,-9.9240,0.0790
6.5351,-0.3974,-9.8952,0.0239
6.5382,-0.4046,-9.9503,0.0934
6.5413,-0.4166,-10.0006,0.1341
6.5444,-0.4022,-9.9431,0.0886
6.5475,-0.3879,-9.9527,0.1437
6.5505,-0.4094,-10.1131,0.0120
6.5536,-0.3903,-9.9216,0.0551
6.5567,-0.4070,-9.9144,0.0551
6.5597,-0.4549,-9.9311,0.0120
6.5628,-0.4094,-9.9096,0.1365
6.5659,-0.4381,-9.9551,0.0958
6.5692,-0.4645,-9.9790,0.1149
6.5722,-0.3903,-9.8904,0.0599
6.5753,-0.4118,-9.9072,0.0670
6.5784,-0.4214,-9.8928,0.1700
6.5815,-0.3663,-9.8857,0.0766
6.5846,-0.4549,-9.9168,0.0168
6.5877,-0.4118,-9.9120,0.1676
6.5907,-0.3903,-9.9048,0.2203
6.5938,-0.4812,-9.9024,0.0168
6.5969,-0.3759,-9.9527,0.0670
6.5999,-0.4741,-9.9575,0.1006
6.6030,-0.3974,-9.9431,0.0551
6.6061,-0.3663,-9.9599,0.1006
6.6091,-0.4405,-9.9551,0.0455
6.6122,-0.3903,-9.9718,0.1484
6.6152,-0.3783,-9.9096,0.1101
6.6183,-0.4429,-9.9814,0.1389
6.6214,-0.4118,-9.9527,0.0718
6.6244,-0.4525,-10.1107,0.1484
6.6275,-0.4262,-10.0940,0.1173
6.6306,-0.4357,-9.8857,0.0575
6.6336,-0.3950,-9.8737,0.0718
6.6367,-0.4334,-9.9288,0.2298
6.6398,-0.4166,-10.0868,0.0120
6.6429,-0.3543,-9.9240,0.1221
6.6461,-0.4142,-9.9575,0.1245
6.6492,-0.4094,-9.9599,0.1006
6.6522,-0.4238,-9.8857,0.1197
6.6553,-0.4453,-9.9599,0.1101
6.6583,-0.5626,-9.8952,0.1030
6.6614,-0.3232,-9.8713,0.0886
6.6645,-0.4214,-9.8952,0.1101
6.6675,-0.3160,-9.9599,0.1317
6.6706,-0.3663,-9.9455,0.2131
6.6737,-0.3950,-9.8090,0.1077
6.6767,-0.4190,-9.8186,0.1006
6.6798,-0.4429,-9.9000,0.0335
6.6829,-0.4310,-9.9288,0.0287
6.6859,-0.4836,-9.8928,0.0407
6.6890,-0.3831,-9.9718,0.1724
6.6921,-0.3950,-9.9527,0.0287
6.6951,-0.3998,-9.9671,0.0718
6.6982,-0.4238,-9.9240,0.0383
6.7012,-0.3974,-9.8857,0.0455
6.7043,-0.4214,-9.9216,0.0718
6.7073,-0.3759,-9.8785,0.1341
6.7104,-0.4118,-9.9431,0.0790
6.7135,-0.3950,-9.9120,0.1556
6.7165,-0.3831,-9.9479,0.1053
6.7196,-0.3591,-9.9048,0.0958
6.7227,-0.4286,-9.9048,0.0766
6.7257,-0.4118,-9.9264,0.0766
6.7288,-0.3855,-9.9335,0.1101
6.7318,-0.4142,-9.9527,0.0622
6.7349,-0.4549,-9.9072,0.0910
6.7380,-0.4190,-9.9072,0.1604
6.7410,-0.4142,-9.9838,0.1317
6.7441,-0.4477,-9.9192,0.1149
6.7472,-0.3759,-9.9264,0.0982
6.7503,-0.4118,-9.9431,0.0694
6.7534,-0.3950,-9.8689,0.0024
6.7565,-0.3759,-9.9599,0.0910
6.7595,-0.4118,-9.9814,0.0455
6.7627,-0.4645,-9.9120,0.0455
6.7657,-0.3711,-9.9503,0.1197
6.7688,-0.4238,-9.9264,0.1556
6.7718,-0.4190,-9.8114,0.1221
6.7749,-0.3998,-9.9455,0.2753
6.7779,-0.4070,-9.9575,0.0742
6.7810,-0.3879,-9.9264,0.1101
6.7840,-0.4238,-9.9455,0.1365
6.7871,-0.4429,-9.9623,0.1389
6.7901,-0.4334,-9.8665,0.1317
6.7932,-0.4429,-9.9431,0.0575
6.7962,-0.4094,-9.9048,0.1652
6.7993,-0.3831,-9.9335,0.0814
6.8023,-0.5578,-9.9192,0.0599
6.8054,-0.3926,-9.9000,0.1245
6.8084,-0.3974,-9.9096,0.2274
6.8115,-0.3855,-9.9144,0.2155
6.8145,-0.4453,-9.9503,0.1341
6.8176,-0.3807,-9.9240,0.1437
6.8206,-0.4310,-9.9479,0.2083
6.8237,-0.4214,-10.0940,0.0599
6.8267,-0.4597,-9.9192,0.0838
6.8298,-0.4190,-9.9288,-0.0646
6.8328,-0.3496,-9.9192,0.1772
6.8359,-0.4286,-9.9335,0.0144
6.8389,-0.3783,-9.9072,0.1149
6.8420,-0.4429,-9.8689,0.1030
6.8450,-0.4669,-9.9144,0.1125
6.8480,-0.4764,-9.9766,0.1413
6.8511,-0.4190,-9.9048,0.1724
6.8542,-0.4262,-9.8928,0.1365
6.8573,-0.4669,-9.9407,0.1987
6.8604,-0.5866,-9.9551,0.0311
6.8635,-0.4238,-9.8689,0.1460
6.8665,-0.4094,-10.0940,0.0048
6.8696,-0.4214,-10.1107,0.1365
6.8726,-0.4214,-10.1011,0.2466
6.8757,-0.3950,-9.8090,0.1221
6.8787,-0.4645,-9.9671,0.0934
6.8818,-0.4238,-9.8833,0.0958
6.8848,-0.3615,-9.9024,0.0168
6.8879,-0.4764,-9.9311,0.1293
6.8909,-0.3783,-9.9431,0.0168
6.8940,-0.4094,-9.8904,0.2801
6.8970,-0.3903,-9.9240,0.0862
6.9001,-0.3855,-9.8689,0.1053
6.9031,-0.4621,-9.9168,0.1125
6.9062,-0.3855,-9.8952,0.0982
6.9092,-0.4310,-9.9096,0.1053
6.9122,-0.4094,-9.9120,0.0383
6.9153,-0.4286,-9.9000,0.1484
6.9183,-0.3089,-9.9527,0.0048
6.9214,-0.4357,-9.9072,0.1508
6.9245,-0.5866,-9.8737,0.0886
6.9275,-0.4142,-9.8114,0.1030
6.9306,-0.4238,-9.8521,0.1053
6.9337,-0.4549,-9.9575,0.0407
6.9367,-0.4022,-9.8641,0.1245
6.9397,-0.4525,-9.8114,0.0790
6.9428,-0.4334,-10.1059,0.1030
6.9458,-0.4477,-9.9144,0.0096
6.9489,-0.3950,-9.9311,0.0407
6.9519,-0.4501,-9.9288,0.1413
6.9550,-0.4214,-9.8809,0.0239
6.9581,-0.3472,-9.9431,0.1628
6.9612,-0.3855,-9.9623,0.1245
6.9643,-0.4262,-9.9479,0.0551
6.9673,-0.3950,-9.9048,0.0766
6.9704,-0.4357,-9.9168,0.1532
6.9735,-0.4357,-9.8234,0.1125
6.9765,-0.3807,-9.9503,0.1652
6.9796,-0.3711,-10.0892,0.0215
6.9826,-0.4070,-9.9311,0.0000
6.9857,-0.3950,-10.0868,0.1437
6.9887,-0.4142,-9.9359,0.1077
6.9918,-0.4693,-9.9168,0.1053
6.9948,-0.3926,-10.1107,0.0383
6.9979,-0.4693,-9.9120,0.1269
7.0009,-0.3974,-9.9240,0.0622
7.0040,-0.4429,-9.9311,0.1245
7.0070,-0.3639,-9.9359,0.1101
7.0101,-0.4166,-9.9311,0.1820
7.0131,-0.4286,-9.9814,0.1101
7.0162,-0.3711,-9.9455,0.2107
7.0192,-0.4405,-9.8569,0.2035
7.0223,-0.5052,-9.9359,0.1030
7.0253,-0.4501,-9.8809,0.1101
7.0284,-0.3831,-9.9072,0.1197
7.0314,-0.4310,-9.9240,0.0982
7.0344,-0.4525,-9.9551,0.1293
7.0375,-0.4597,-9.9718,0.1748
7.0405,-0.4334,-9.8904,0.0934
7.0436,-0.4094,-9.9455,0.0934
7.0466,-0.4070,-9.8330,0.1125
7.0497,-0.4166,-9.9527,0.0910
7.0527,-0.4022,-9.8617,0.1149
7.0558,-0.3448,-9.8138,0.1437
7.0588,-0.3807,-9.9120,0.2825
7.0619,-0.3855,-9.9264,0.1508
7.0650,-0.3926,-9.9335,0.2035
7.0682,-0.4525,-9.9455,0.1389
7.0713,-0.4022,-9.9431,0.2322
7.0744,-0.4405,-9.9311,0.1173
7.0774,-0.4525,-9.9431,0.0263
7.0805,-0.4334,-9.8402,0.0694
7.0836,-0.4046,-9.9407,0.1030
7.0866,-0.4262,-9.9240,0.0646
7.0897,-0.4262,-9.9335,0.0934
7.0927,-0.4381,-10.0676,0.1006
7.0958,-0.4070,-9.8186,0.2873
7.0989,-0.4310,-9.9096,0.1053
7.1019,-0.3950,-9.9216,0.1173
7.1050,-0.4549,-9.9311,0.0024
7.1081,-0.4070,-9.9264,0.0407
7.1111,-0.4669,-9.9503,0.1173
7.1142,-0.4238,-9.9192,0.1652
7.1172,-0.4166,-9.9407,0.1460
7.1203,-0.4310,-9.9024,0.1197
7.1233,-0.3903,-9.9407,0.1580
7.1264,-0.4214,-9.9288,0.1245
7.1295,-0.4022,-9.9718,0.1365
7.1325,-0.4334,-9.9024,0.1030
7.1356,-0.3591,-9.9024,0.1173
7.1387,-0.3519,-9.8354,0.0766
7.1417,-0.4477,-9.9599,0.0431
7.1448,-0.4070,-10.0916,0.0024
7.1478,-0.3232,-9.9431,0.0982
7.1509,-0.4214,-9.9335,0.0551
7.1539,-0.3448,-9.9742,0.0670
7.1572,-0.3759,-9.9120,0.0503
7.1602,-0.4956,-9.9958,0.0551
7.1633,-0.4166,-9.9000,0.1030
7.1663,-0.4836,-9.9096,0.0934
7.1694,-0.6105,-9.9168,0.1413
7.1726,-0.4046,-9.9072,0.1030
7.1757,-0.4214,-9.9024,0.2514
7.1788,-0.4022,-9.9359,0.1652
7.1819,-0.4812,-9.9311,0.1508
7.1851,-0.4381,-9.9623,0.3041
7.1882,-0.3974,-9.9383,0.0838
7.1912,-0.4238,-9.9503,0.1556
7.1943,-0.4238,-9.9048,0.1173
7.1974,-0.3615,-9.9575,0.1652
7.2005,-0.3136,-9.9527,0.1197
7.2036,-0.4046,-9.9168,0.1389
7.2067,-0.5291,-9.8282,0.1365
7.2097,-0.4094,-9.9407,0.1269
7.2128,-0.4405,-9.9647,0.1053
7.2159,-0.4214,-9.9527,0.2490
7.2189,-0.4214,-9.9359,0.0024
7.2220,-0.4310,-9.9599,0.2083
7.2251,-0.3519,-9.8952,0.0503
7.2281,-0.3974,-9.9335,0.1604
7.2312,-0.3783,-9.9192,0.1006
7.2342,-0.4334,-9.9575,0.2921
7.2373,-0.4597,-9.8976,0.0359
7.2404,-0.4836,-9.9240,0.1053
7.2434,-0.3352,-9.8928,0.1006
7.2465,-0.3903,-9.9551,0.1341
7.2496,-0.3208,-9.9216,0.1077
7.2526,-0.4597,-9.8928,0.1915
7.2558,-0.4190,-9.9311,0.0910
7.2589,-0.3783,-9.8976,0.0934
7.2620,-0.3950,-9.9479,0.1006
7.2650,-0.3591,-9.8904,0.0431
7.2681,-0.4741,-9.9144,0.2251
7.2711,-0.5052,-9.9216,0.0215
7.2742,-0.4453,-9.9407,0.0862
7.2773,-0.3424,-9.9120,0.1149
7.2804,-0.4166,-9.9503,0.0527
7.2835,-0.4046,-9.9072,0.1006
7.2866,-0.4310,-9.8306,0.0910
7.2897,-0.4453,-9.9024,0.1197
7.2927,-0.4166,-9.9096,0.1820
7.2958,-0.4357,-9.8833,0.0934
7.2988,-0.3807,-9.9240,0.1269
7.3019,-0.4094,-9.9216,0.2466
7.3049,-0.4190,-9.9240,0.0958
7.3080,-0.4764,-9.9216,0.0239
7.3110,-0.3950,-9.9144,0.2466
7.3141,-0.4334,-9.9455,0.1006
7.3171,-0.3759,-9.9431,0.1221
7.3202,-0.4262,-9.9288,0.1053
7.3232,-0.3687,-9.9311,0.0479
7.3263,-0.4022,-9.9742,0.1676
7.3293,-0.3998,-9.9288,0.1293
7.3324,-0.4070,-9.9264,0.0646
7.3354,-0.4525,-9.9072,0.1508
7.3385,-0.3998,-9.9886,0.1532
7.3415,-0.4166,-9.9359,0.1580
7.3446,-0.3783,-9.9264,0.0958
7.3476,-0.4094,-9.9527,0.0479
7.3506,-0.4477,-9.9120,-0.0383
7.3537,-0.4094,-9.8162,0.0790
7.3567,-0.4262,-9.9120,0.0575
7.3598,-0.4573,-9.9096,0.1053
7.3628,-0.4693,-9.9311,0.1077
7.3659,-0.4118,-9.9838,0.2729
7.3689,-0.3950,-9.9335,0.1101
7.3720,-0.4214,-9.9407,0.0694
7.3750,-0.4836,-9.9407,0.1293
7.3781,-0.4214,-9.9575,0.0455
7.3812,-0.4549,-9.8976,0.1844
7.3843,-0.3926,-9.9096,0.1748
7.3874,-0.4166,-9.9766,0.1604
7.3904,-0.3974,-9.9383,0.0958
7.3935,-0.3783,-9.9264,0.1437
7.3965,-0.4190,-9.9407,0.0742
7.3996,-0.5794,-9.8138,0.0383
7.4026,-0.4070,-9.9072,0.2418
7.4057,-0.4094,-9.9192,0.0814
7.4087,-0.3974,-9.9024,0.1053
7.4118,-0.3089,-9.9455,0.0479
7.4148,-0.4357,-9.8521,0.2418
7.4179,-0.4597,-10.0437,0.2394
7.4209,-0.4381,-9.8306,0.0407
7.4240,-0.4357,-9.9455,0.1915
7.4270,-0.4094,-9.9264,0.0766
7.4301,-0.4357,-9.9192,0.0479
7.4331,-0.4166,-9.9407,0.0239
7.4362,-0.4142,-9.9407,0.1604
7.4392,-0.3926,-9.9264,0.1030
7.4423,-0.3735,-9.9120,0.1317
7.4453,-0.4453,-9.8809,0.1125
7.4484,-0.4453,-10.0054,0.0694
7.4514,-0.4142,-9.9599,0.1772
7.4545,-0.4118,-9.9455,0.1053
7.4575,-0.4286,-9.9407,0.0814
7.4606,-0.5890,-9.9335,0.1963
7.4636,-0.3926,-9.9096,0.0335
7.4667,-0.3089,-9.9000,0.1101
7.4697,-0.3759,-9.9383,0.0670
7.4728,-0.4334,-9.9168,0.1437
7.4758,-0.4166,-9.9240,0.0838
7.4789,-0.3855,-10.0461,0.0359
7.4819,-0.4334,-9.9240,0.0622
7.4850,-0.4190,-9.8809,0.0359
7.4881,-0.4381,-9.9359,0.1891
7.4913,-0.3879,-9.8761,0.1245
7.4944,-0.3807,-9.9407,0.0814
7.4975,-0.4142,-9.9647,0.1820
7.5005,-0.3591,-9.9623,0.0479
7.5036,-0.3879,-9.9048,0.1604
7.5067,-0.4357,-10.0556,0.1389
7.5098,-0.4788,-9.9240,0.1437
7.5128,-0.3184,-9.9072,0.1317
7.5159,-0.3807,-9.9431,0.1245
7.5190,-0.4525,-9.9431,0.1269
7.5220,-0.3807,-9.9048,0.0742
7.5251,-0.3903,-9.9024,0.0862
7.5281,-0.4094,-9.9695,0.0862
7.5312,-0.4334,-9.8952,0.1197
7.5343,-0.4070,-9.9623,0.1437
7.5373,-0.4381,-9.9503,0.0862
7.5404,-0.4501,-9.8593,0.1030
7.5435,-0.3998,-9.9599,0.1030
7.5465,-0.4166,-9.9168,0.1748
7.5496,-0.4190,-9.9288,0.0910
7.5527,-0.3089,-9.9264,0.1628
7.5557,-0.3879,-9.8665,0.0646
7.5588,-0.4238,-9.9599,0.1652
7.5618,-0.3974,-10.0652,0.1365
7.5649,-0.5674,-9.9264,0.0000
7.5680,-0.4310,-9.9479,0.0934
7.5710,-0.4238,-9.9647,0.2825
7.5741,-0.4166,-9.9359,0.0910
7.5772,-0.4501,-9.9527,0.0646
7.5802,-0.4094,-9.8976,0.1628
7.5833,-0.3926,-9.9288,0.1173
7.5864,-0.4621,-9.8952,0.1987
7.5894,-0.4190,-9.9216,0.0575
7.5925,-0.3998,-9.9599,0.1460
7.5957,-0.3831,-9.9216,0.0646
7.5988,-0.3807,-9.9216,0.0934
7.6018,-0.3089,-9.8904,0.2969
7.6049,-0.4238,-9.9407,0.0790
7.6080,-0.4357,-9.9311,0.2777
7.6110,-0.4501,-10.0916,0.0599
7.6141,-0.3711,-9.8928,0.0239
7.6171,-0.4214,-9.9072,0.1484
7.6202,-0.4357,-9.9359,0.1125
7.6232,-0.4286,-9.9718,0.0862
7.6263,-0.4429,-9.9383,0.1125
7.6293,-0.4070,-9.9240,0.1796
7.6324,-0.3974,-9.9264,0.0886
7.6354,-0.4022,-9.9742,0.0934
7.6385,-0.3783,-9.9479,0.1532
