time_s,accel_x_g,accel_y_g,accel_z_g
1.8590,-0.3136,-9.9000,0.0982
1.8620,-0.3974,-9.9623,0.0958
1.8649,-0.4405,-9.8976,0.1101
1.8678,-0.4118,-9.9407,0.0766
1.8708,-0.4238,-9.9503,0.0838
1.8737,-0.4142,-9.8952,0.0934
1.8766,-0.3783,-9.9647,0.2682
1.8796,-0.4166,-9.9072,0.0790
1.8825,-0.4357,-9.9072,0.0814
1.8855,-0.4094,-9.8617,0.1700
1.8884,-0.4286,-9.9264,0.1556
1.8914,-0.3400,-10.0916,0.0886
1.8943,-0.3926,-10.0892,0.0766
1.8972,-0.4094,-9.9431,0.0359
1.9002,-0.4142,-9.9647,0.1269
1.9031,-0.3711,-9.9192,0.0790
1.9061,-0.4453,-9.9024,0.0718
1.9090,-0.3903,-9.9359,0.1149
1.9119,-0.4094,-9.9288,0.1460
1.9149,-0.4142,-9.9096,0.1053
1.9178,-0.3855,-9.9766,0.1077
1.9208,-0.4573,-9.9359,0.2131
1.9237,-0.4262,-9.9335,0.0622
1.9266,-0.4477,-9.9264,0.0646
1.9296,-0.4166,-9.9503,0.1652
1.9327,-0.3472,-9.9072,0.0910
1.9357,-0.4046,-9.9503,0.1317
1.9386,-0.4094,-9.9455,0.2945
1.9415,-0.4405,-9.9096,0.1389
1.9445,-0.3831,-9.9311,0.2729
1.9474,-0.3926,-9.9048,0.0718
1.9504,-0.3903,-9.8857,0.0718
1.9533,-0.4405,-9.8162,0.0359
1.9563,-0.3855,-9.9168,0.1317
1.9592,-0.4453,-9.8976,0.1173
1.9622,-0.4238,-9.9168,0.0431
1.9651,-0.3328,-9.9311,0.0335
1.9681,-0.3807,-9.9359,0.1604
1.9710,-0.4381,-9.9072,0.0982
1.9740,-0.3711,-9.9288,0.0431
1.9769,-0.4310,-9.9072,0.0838
1.9799,-0.3926,-9.9431,0.1628
1.9828,-0.3639,-9.9766,0.1053
1.9858,-0.4070,-9.9862,0.1652
1.9887,-0.4094,-9.9359,0.0168
1.9917,-0.3424,-9.9479,0.2705
1.9946,-0.4812,-9.9144,0.0934
1.9976,-0.4214,-10.0940,0.0814
2.0005,-0.4118,-9.9216,0.0910
2.0034,-0.3974,-9.9431,0.0024
2.0064,-0.4046,-9.9455,0.0551
2.0093,-0.4262,-9.9479,0.1317
2.0123,-0.3998,-9.9335,0.0814
2.0152,-0.4501,-9.9407,0.1030
2.0181,-0.3831,-9.9120,0.1221
2.0211,-0.3759,-9.9120,-0.0072
2.0240,-0.3783,-9.9335,0.1077
2.0270,-0.4525,-9.9096,0.0599
2.0299,-0.4334,-9.9216,0.1532
2.0329,-0.3903,-9.9096,0.0694
2.0359,-0.4094,-9.9072,0.0814
2.0389,-0.4429,-9.9359,0.0862
2.0418,-0.4094,-9.9838,0.0694
2.0448,-0.4094,-9.8952,0.1197
2.0477,-0.4070,-9.9503,0.0527
2.0507,-0.4070,-9.9742,0.1867
2.0536,-0.3974,-9.9575,0.1173
2.0566,-0.4310,-9.8450,0.1341
2.0596,-0.4046,-9.9455,0.0958
2.0627,-0.4405,-9.9024,0.0527
2.0656,-0.4477,-9.9982,0.0862
2.0686,-0.4046,-9.9359,0.0838
2.0715,-0.4070,-9.9431,0.0742
2.0745,-0.3424,-10.1107,0.0718
2.0775,-0.4525,-9.9072,0.2634
2.0805,-0.4597,-9.9240,0.0934
2.0834,-0.4094,-9.9311,0.0455
2.0863,-0.3783,-9.9240,0.0670
2.0893,-0.3903,-9.9144,0.1173
2.0923,-0.3998,-9.8234,0.1317
2.0952,-0.4118,-9.9383,0.1772
2.0982,-0.3472,-9.9096,0.0790
2.1011,-0.4573,-9.9192,0.1532
2.1040,-0.4310,-9.9216,0.1748
2.1070,-0.3903,-9.9359,0.0958
2.1099,-0.3711,-9.9024,0.1532
2.1129,-0.3639,-9.9551,0.1006
2.1158,-0.4310,-9.9479,0.1604
2.1188,-0.4094,-9.9695,0.0910
2.1217,-0.4357,-9.9240,0.0072
2.1246,-0.4381,-9.9599,0.0934
2.1276,-0.4597,-9.9527,0.1053
2.1305,-0.3687,-10.1083,0.0982
2.1335,-0.4334,-9.9264,0.0862
2.1365,-0.4429,-9.9192,0.1293
2.1395,-0.4118,-9.9311,0.1365
2.1425,-0.4334,-10.1011,0.0215
2.1454,-0.3974,-9.9407,0.2322
2.1484,-0.4525,-9.9168,0.1245
2.1513,-0.4166,-9.9264,0.0958
2.1543,-0.3855,-9.9192,0.1556
2.1572,-0.3639,-9.9264,0.0622
2.1602,-0.4022,-9.9168,0.1173
2.1631,-0.4022,-9.9623,0.0718
2.1660,-0.3112,-9.9527,0.1125
2.1690,-0.4142,-9.9096,0.1173
2.1719,-0.4118,-9.9790,0.0886
2.1749,-0.4118,-9.9096,0.1796
2.1778,-0.4214,-9.9120,0.1700
2.1808,-0.3974,-9.9527,0.1413
2.1838,-0.4238,-9.9120,0.0407
2.1868,-0.4501,-9.9264,0.1006
2.1898,-0.3879,-9.9000,0.0790
2.1927,-0.4549,-9.9240,0.2203
2.1957,-0.3998,-9.8761,0.2753
2.1987,-0.3831,-9.9766,0.1030
2.2016,-0.5004,-9.9192,0.2514
2.2046,-0.4238,-9.8617,0.1389
2.2075,-0.4357,-9.9623,0.0287
2.2105,-0.5124,-9.9192,0.2155
2.2134,-0.4022,-9.9407,0.1221
2.2164,-0.3591,-9.8258,0.1365
2.2193,-0.4501,-9.9192,0.2203
2.2222,-0.3903,-9.8114,0.1221
2.2252,-0.3711,-9.8976,0.1269
2.2281,-0.4238,-9.9551,0.1724
2.2311,-0.4022,-9.9096,0.1030
2.2340,-0.4166,-9.9479,0.1149
2.2370,-0.4788,-9.9503,0.1652
2.2401,-0.4501,-9.9024,0.1221
2.2431,-0.3998,-9.9910,0.1652
2.2460,-0.4956,-9.9359,0.0694
2.2490,-0.4214,-9.8833,0.1221
2.2519,-0.4334,-9.9359,0.0718
2.2548,-0.4238,-9.9335,0.0455
2.2578,-0.4405,-9.9431,0.0215
2.2607,-0.3687,-9.9359,0.0024
2.2637,-0.4286,-9.9311,0.0479
2.2666,-0.4238,-9.9072,0.0742
2.2695,-0.3855,-9.8904,0.0790
2.2725,-0.4262,-9.9240,0.1077
2.2754,-0.3950,-9.8210,0.1077
2.2784,-0.3783,-9.8928,0.1077
2.2813,-0.3974,-9.8306,0.1317
2.2842,-0.4357,-9.9048,0.1556
2.2872,-0.3591,-9.9240,0.1245
2.2901,-0.4310,-9.9742,0.1173
2.2931,-0.4429,-9.9311,0.2298
2.2960,-0.4142,-9.9407,0.0790
2.2989,-0.3543,-9.9024,0.0958
2.3019,-0.3926,-9.9647,0.2155
2.3048,-0.4070,-9.9311,0.1245
2.3078,-0.4166,-9.9479,0.1867
2.3107,-0.3783,-9.9575,0.1030
2.3136,-0.2945,-9.9479,0.1365
2.3166,-0.4286,-9.8306,0.1365
2.3195,-0.4860,-9.9311,0.1245
2.3225,-0.3519,-9.9623,0.2610
2.3254,-0.4022,-9.9000,0.1173
2.3283,-0.4070,-9.9599,0.0982
2.3313,-0.3232,-9.9240,0.1269
2.3342,-0.4070,-9.8378,0.1149
2.3373,-0.4357,-9.9120,0.0551
2.3402,-0.4214,-9.9335,0.1820
2.3433,-0.3711,-9.9886,0.1580
2.3463,-0.4310,-9.9168,0.1389
2.3492,-0.4046,-9.8809,0.0838
2.3522,-0.3639,-9.9168,0.0287
2.3551,-0.3711,-9.9527,0.1700
2.3580,-0.3998,-9.9910,0.1844
2.3610,-0.3783,-9.9216,0.0455
2.3639,-0.4405,-9.9072,0.0814
2.3669,-0.4525,-9.9311,0.2035
2.3698,-0.3783,-9.9311,0.1293
2.3728,-0.4214,-9.9479,0.1125
2.3757,-0.4070,-9.9695,0.2969
2.3787,-0.4286,-9.9288,0.1484
2.3816,-0.3831,-9.8737,0.2682
2.3846,-0.3974,-9.9048,0.0551
2.3875,-0.3974,-9.9910,0.1030
2.3904,-0.3998,-10.0580,0.1365
2.3934,-0.4477,-9.9240,0.0144
2.3963,-0.5698,-9.9072,0.2011
2.3993,-0.4118,-10.1107,0.0814
2.4022,-0.4214,-9.8881,0.1173
2.4052,-0.4453,-9.9742,0.0120
2.4081,-0.4549,-9.9072,0.0694
2.4111,-0.4357,-9.9048,0.1053
2.4140,-0.4214,-9.9144,0.1365
2.4170,-0.3855,-9.9240,0.1101
2.4199,-0.3998,-9.9575,0.1197
2.4228,-0.4142,-9.9144,0.0934
2.4258,-0.3998,-9.9431,0.0551
2.4287,-0.3879,-9.9551,0.0886
2.4317,-0.3591,-9.9144,0.0910
2.4346,-0.3041,-9.9311,0.1460
2.4376,-0.3974,-9.9000,0.0958
2.4405,-0.4525,-9.8952,0.1317
2.4435,-0.3208,-9.8904,0.0862
2.4465,-0.4118,-9.9503,0.2849
2.4495,-0.4429,-9.9240,0.1484
2.4525,-0.4286,-9.9335,0.0599
2.4554,-0.4477,-9.9311,0.0575
2.4584,-0.4381,-9.9264,0.0982
2.4613,-0.4070,-9.8593,0.1317
2.4642,-0.4070,-10.0772,0.1125
2.4672,-0.3879,-10.0078,0.1341
2.4701,-0.3136,-9.9144,0.1245
2.4731,-0.3615,-9.9144,0.1652
2.4760,-0.4166,-9.9240,0.1580
2.4790,-0.3807,-9.9407,0.0814
2.4819,-0.4190,-9.9216,0.1269
2.4849,-0.4429,-9.9264,0.1293
2.4878,-0.4310,-9.9431,0.1772
2.4908,-0.3615,-9.9120,0.0958
2.4937,-0.4693,-9.9958,0.2801
2.4966,-0.4238,-9.9264,0.1173
2.4996,-0.4190,-9.9120,0.0120
2.5025,-0.4812,-9.9311,0.1077
2.5055,-0.4094,-10.0652,0.1125
2.5084,-0.4214,-9.9311,0.0527
2.5113,-0.4142,-9.8785,0.2298
2.5143,-0.3974,-9.8976,0.1700
2.5172,-0.3687,-9.9264,0.0790
2.5201,-0.3926,-9.9120,0.1772
2.5231,-0.4022,-9.9479,0.1365
2.5260,-0.3519,-9.9982,0.0096
2.5290,-0.4573,-9.9431,0.0982
2.5319,-0.4669,-9.9671,0.1484
2.5348,-0.3424,-9.9766,0.0551
2.5378,-0.3711,-9.9671,0.2897
2.5407,-0.4022,-9.9503,0.2729
2.5437,-0.4262,-9.8641,0.1867
2.5466,-0.4477,-9.9886,0.0982
2.5497,-0.4286,-9.8857,0.1293
2.5526,-0.4645,-9.9000,0.1221
2.5556,-0.3711,-9.9431,0.0838
2.5585,-0.4190,-9.8976,0.0000
2.5615,-0.4501,-9.8881,0.1413
2.5644,-0.3879,-9.9527,0.1173
2.5674,-0.5722,-9.8210,0.1556
2.5703,-0.4166,-9.9527,0.1101
2.5732,-0.3974,-9.8186,0.0479
2.5762,-0.4166,-9.9335,0.0575
2.5791,-0.4214,-10.0054,0.0982
2.5821,-0.3974,-9.9335,0.0575
2.5850,-0.4310,-9.9982,0.1460
2.5879,-0.3998,-9.9024,0.0766
2.5909,-0.4190,-9.9096,0.0814
2.5938,-0.4262,-9.9168,0.0479
2.5968,-0.3974,-9.9264,0.0359
2.5997,-0.4286,-9.9120,0.1891
2.6027,-0.3950,-9.9000,0.0144
2.6056,-0.4166,-9.9575,0.0838
2.6086,-0.4429,-10.1107,0.1365
2.6115,-0.3903,-9.8282,0.0503
2.6145,-0.3735,-9.9120,0.2705
2.6174,-0.3879,-9.9240,0.1652
2.6204,-0.3903,-10.1011,0.0622
2.6233,-0.4166,-10.0700,0.1796
2.6262,-0.4238,-9.9671,0.1221
2.6292,-0.4453,-9.8928,0.0910
2.6321,-0.4310,-9.9407,0.1269
2.6351,-0.4621,-9.8617,0.1341
2.6380,-0.4142,-9.9168,0.1389
2.6410,-0.3615,-9.9503,0.1006
2.6439,-0.4046,-9.9120,0.0503
2.6469,-0.3735,-9.9288,0.0790
2.6499,-0.3280,-9.9072,0.0766
2.6529,-0.4453,-9.9647,0.1484
2.6558,-0.4238,-9.9192,0.1508
2.6588,-0.3950,-9.9695,0.0455
2.6617,-0.3926,-9.9958,0.0168
2.6647,-0.4070,-9.9240,0.1125
2.6676,-0.4190,-9.9575,0.1125
2.6706,-0.4142,-10.1035,0.0910
2.6735,-0.4286,-9.8186,0.1317
2.6765,-0.4501,-9.9383,0.1748
2.6794,-0.4357,-9.9264,0.1293
2.6824,-0.4597,-9.9240,0.0072
2.6853,-0.3089,-9.9551,0.0838
2.6882,-0.4142,-9.9120,0.1030
2.6912,-0.3926,-9.9407,0.6321
2.6941,-8.8562,-15.8903,-4.5849
2.6971,0.0311,-9.6175,-2.4325
2.7000,-8.5593,-19.6133,0.5483
2.7030,-3.8834,-4.4484,0.2011
2.7059,0.2658,-6.9384,0.1365
2.7089,-0.3112,-11.7555,0.0982
2.7118,-0.5100,-10.4004,0.2322
2.7147,-0.2251,-10.1466,0.1173
2.7177,-0.7111,-10.0580,-0.2227
2.7206,-0.1628,-9.6750,0.4693
2.7236,-9.3589,-14.7100,5.9256
2.7265,-13.7978,-19.5654,2.5283
2.7295,0.9218,-19.6133,-6.8019
2.7324,-1.0247,-19.5630,-4.6950
2.7354,0.3735,-1.6616,0.7661
2.7383,1.7023,-7.4939,0.8308
2.7413,-8.3510,-19.6133,-3.8547
2.7442,-0.5938,-7.9847,-3.4692
2.7471,3.7278,-9.7995,-2.8611
2.7501,17.2670,-3.9073,2.9521
2.7531,19.6127,-2.9856,-2.2314
2.7561,1.1420,-5.2625,0.1245
2.7590,0.2251,-11.5784,0.1556
2.7620,-0.3543,-10.3717,0.1628
2.7649,-0.2322,-10.1251,0.0838
2.7679,-0.3663,-9.9695,0.1053
2.7708,-0.2921,-9.9120,0.0527
2.7738,-0.3831,-9.9407,0.0742
2.7767,-0.5842,-9.9599,0.3017
2.7796,-0.3855,-9.9886,0.1269
2.7826,-0.4453,-9.9455,0.0120
2.7855,-0.4262,-9.8952,0.1173
2.7884,-0.3639,-10.1131,0.2801
2.7914,-0.3783,-10.0437,0.1604
2.7943,-0.3903,-9.8114,0.0790
2.7973,-0.3974,-9.9144,0.1101
2.8002,-0.4022,-10.0006,0.1293
2.8031,-0.4429,-9.9168,0.1963
2.8061,-0.4046,-9.9551,0.0694
2.8090,-0.4094,-9.9120,0.0335
2.8120,-0.4310,-9.9000,0.0599
2.8149,-0.4166,-9.9168,0.1437
2.8178,-0.4429,-9.9431,0.2801
2.8208,-0.3424,-9.9216,0.1341
2.8237,-0.4429,-9.9024,0.0670
2.8267,-0.4142,-9.9144,0.2945
2.8296,-0.4046,-9.9240,0.1077
2.8325,-0.3950,-9.8162,0.0982
2.8355,-0.5459,-9.9407,0.0359
2.8384,-0.4214,-9.8904,0.1317
2.8414,-0.5722,-9.8593,0.1652
2.8443,-0.4357,-9.9144,0.2011
2.8472,-0.4070,-9.9264,0.0790
2.8502,-0.4214,-9.9335,0.1101
2.8531,-0.4286,-9.9575,0.1293
2.8562,-0.3879,-9.9264,0.1676
2.8592,-0.4501,-9.9599,0.1245
2.8621,-0.4094,-9.9431,0.2179
2.8651,-0.4070,-9.9168,0.0982
2.8680,-0.3998,-9.9407,0.1269
2.8709,-0.4046,-9.9814,0.0958
2.8739,-0.4286,-9.9024,0.0790
2.8768,-0.4693,-9.9383,0.0192
2.8798,-0.4238,-9.9264,0.0287
2.8827,-0.4118,-9.9096,0.0024
2.8856,-0.3759,-9.9551,0.0575
2.8886,-0.3950,-9.9311,0.1101
2.8915,-0.4549,-9.9048,0.2035
2.8945,-0.3663,-9.9192,0.0215
2.8974,-0.4094,-9.9575,0.1939
2.9003,-0.3400,-9.9216,0.0551
2.9033,-0.3472,-9.9407,0.1317
2.9062,-0.6057,-9.9335,0.1006
2.9091,-0.4262,-9.9455,0.1365
2.9121,-0.3615,-9.9335,0.0742
2.9150,-0.4405,-9.9168,0.1532
2.9180,-0.4142,-9.9240,0.1365
2.9209,-0.4597,-9.9072,0.1772
2.9239,-0.4429,-9.9096,0.1197
2.9268,-0.4310,-9.9192,0.0000
2.9297,-0.4214,-9.8833,0.0575
2.9327,-0.5028,-9.8952,0.1365
2.9356,-0.4357,-9.8833,0.1030
2.9386,-0.4334,-9.9264,0.1006
2.9415,-0.3879,-9.8114,0.0263
2.9444,-0.4142,-9.8306,0.1772
2.9474,-0.4070,-10.0437,0.1269
2.9503,-0.3687,-9.9575,0.1508
2.9533,-0.5866,-9.9048,0.0503
2.9562,-0.4022,-9.9671,0.1317
2.9593,-0.3903,-9.9599,0.1580
2.9623,-0.4070,-9.9359,0.0886
2.9652,-0.3663,-9.9383,0.0982
2.9681,-0.3974,-9.9503,0.1053
2.9711,-0.4405,-9.9383,0.0862
2.9740,-0.4190,-9.9264,0.1245
2.9770,-0.3974,-9.9383,0.1221
2.9799,-0.4357,-9.9599,0.0120
2.9829,-0.3950,-9.9311,0.0958
2.9858,-0.4238,-10.0006,0.1006
2.9887,-0.4142,-9.9000,0.1006
2.9917,-0.4310,-9.9168,0.0479
2.9946,-0.4286,-9.9120,0.0862
2.9976,-0.4238,-9.9335,0.1365
3.0005,-0.4262,-9.9934,0.0311
3.0034,-0.3543,-9.9144,0.0814
3.0064,-0.4070,-9.9503,0.0287
3.0094,-0.3615,-9.9766,0.1963
3.0123,-0.3879,-9.9551,0.0599
3.0152,-0.4310,-9.9479,0.1652
3.0182,-0.3879,-9.9551,0.0910
3.0211,-0.4214,-9.9048,0.0838
3.0241,-0.3950,-9.9431,0.1053
3.0270,-0.4286,-9.9982,0.0862
3.0300,-0.4357,-9.9311,0.0527
3.0329,-0.4501,-9.8474,0.1221
3.0358,-0.3759,-9.9623,0.0168
3.0388,-0.4573,-9.9144,0.1293
3.0417,-0.4046,-10.0844,0.0814
3.0447,-0.4429,-9.9479,0.0120
3.0476,-0.3448,-9.8330,0.0886
3.0505,-0.3663,-9.8881,0.1413
3.0535,-0.3831,-9.9000,0.1484
3.0564,-0.4429,-9.9264,0.1652
3.0594,-0.4525,-9.9503,0.0670
3.0624,-0.3974,-9.8857,0.0575
3.0654,-0.4429,-9.9264,0.1006
3.0683,-0.4477,-9.8881,0.1293
3.0713,-0.4046,-9.9072,0.1532
3.0742,-0.3831,-9.9479,0.0503
3.0772,-0.4310,-9.9168,0.0407
3.0801,-0.4597,-9.9407,0.1317
3.0831,-0.3783,-9.9383,0.1676
3.0860,-0.3831,-9.8641,0.1748
3.0889,-0.3519,-9.9264,0.1317
3.0919,-0.4070,-9.9335,0.1460
3.0948,-0.4238,-9.9240,0.0670
3.0977,-0.4022,-9.9359,0.0718
3.1007,-0.4142,-9.9311,0.0670
3.1036,-0.4118,-9.9455,0.0311
3.1066,-0.4405,-9.8306,0.1221
3.1095,-0.3567,-9.9120,0.1006
3.1125,-0.4238,-9.9311,0.1389
3.1155,-0.5770,-9.9431,0.0000
3.1185,-0.4357,-9.9838,0.0742
3.1214,-0.4070,-9.9575,0.0407
3.1244,-0.4046,-9.9240,0.1724
3.1273,-0.4429,-9.9886,0.1317
3.1302,-0.3926,-9.9431,0.1628
3.1332,-0.4214,-9.9695,0.1508
3.1361,-0.3448,-9.9096,0.2011
3.1391,-0.3591,-9.9311,0.0694
3.1420,-0.4262,-9.9766,0.1437
3.1449,-0.3711,-9.8593,0.0503
3.1479,-0.4741,-9.9838,0.1197
3.1508,-0.3855,-9.9599,0.0527
3.1538,-0.3807,-9.9240,0.0814
3.1567,-0.3759,-9.9000,0.0862
3.1596,-0.3855,-9.9192,0.0144
3.1626,-0.3903,-9.9503,0.0742
3.1656,-0.3160,-9.9695,0.1963
3.1686,-0.3112,-9.9192,0.1006
3.1715,-0.3160,-9.9048,0.0287
3.1745,-0.4477,-9.9599,0.1317
3.1774,-0.5746,-9.9790,0.0838
3.1804,-0.4214,-9.9790,0.1030
3.1834,-0.3974,-9.9599,0.2227
3.1864,-0.4717,-9.8809,0.1580
3.1894,-0.3807,-9.9647,0.1269
3.1923,-0.4621,-9.9431,0.0287
3.1953,-0.4118,-9.9527,0.1652
3.1983,-0.4046,-9.9264,0.1317
3.2013,-0.4286,-9.9431,0.0934
3.2042,-0.4094,-9.9048,0.0718
3.2072,-0.4214,-9.8904,0.1125
3.2101,-0.4262,-9.9096,0.1125
3.2131,-0.4621,-9.8976,0.1173
3.2160,-0.4070,-9.9072,0.1628
3.2190,-0.4525,-9.9264,0.0239
3.2219,-0.3807,-9.9790,0.0120
3.2249,-0.4262,-9.9575,0.1389
3.2278,-0.4094,-9.8713,0.1245
3.2308,-0.3855,-9.9120,0.1508
3.2337,-0.4238,-9.9192,0.1053
3.2366,-0.3879,-9.9503,0.1006
3.2396,-0.3639,-10.1083,0.2897
3.2425,-0.4094,-9.9599,0.1293
3.2455,-0.3926,-9.9455,0.1053
3.2484,-0.4286,-9.9311,0.0694
3.2514,-0.4310,-9.9264,0.1269
3.2543,-0.4238,-9.9671,0.1460
3.2573,-0.4070,-9.9407,0.1389
3.2603,-0.4621,-9.9240,0.1006
3.2632,-0.4262,-9.9096,0.1221
3.2663,-0.3783,-9.9431,0.1221
3.2694,-0.3903,-9.9575,0.0622
3.2725,-0.3831,-9.9671,0.0646
3.2755,-0.4310,-9.9407,0.1173
3.2786,-0.3903,-9.9024,0.0742
3.2816,-0.3136,-9.9982,0.1293
3.2847,-0.4094,-9.8928,0.1006
3.2877,-0.4286,-9.9551,0.1820
3.2907,-0.4525,-10.0820,0.1413
3.2938,-0.4262,-9.8186,0.1269
3.2968,-0.4142,-9.9790,0.0527
3.2999,-0.4286,-9.9479,0.0982
3.3029,-0.4166,-9.9766,0.1317
3.3059,-0.4693,-9.9766,0.0670
3.3090,-0.3950,-9.9216,0.0886
3.3120,-0.3974,-9.9718,0.1173
3.3150,-0.4525,-9.9814,0.0551
3.3181,-0.4190,-9.9216,0.1987
3.3211,-0.3926,-9.9575,0.1221
3.3242,-0.3831,-9.9288,0.0862
3.3272,-0.3687,-9.9168,0.1437
3.3302,-0.4238,-9.9479,0.0934
3.3333,-0.4477,-9.9527,0.1700
3.3363,-0.4357,-9.8665,0.0910
3.3394,-0.3184,-9.9599,0.1245
3.3424,-0.4310,-9.9048,0.1341
3.3454,-0.4549,-9.8904,0.1077
3.3485,-0.4310,-9.9790,0.1245
3.3515,-0.4022,-9.8737,0.1125
3.3546,-0.4597,-10.0868,0.1293
3.3576,-0.4549,-9.9431,0.1796
3.3606,-0.3926,-9.9359,0.0646
3.3637,-0.4046,-9.9144,0.0790
3.3667,-0.3903,-9.9479,0.1269
3.3698,-0.4070,-9.9455,0.2346
3.3729,-0.4334,-9.9048,0.2610
3.3760,-0.4573,-9.9144,0.0431
3.3791,-0.4549,-9.9671,0.1221
3.3822,-0.3879,-9.9000,0.1245
3.3853,-0.3831,-9.9192,0.1413
3.3883,-0.4022,-9.9551,0.1197
3.3914,-0.4621,-9.9288,0.1413
3.3945,-0.3208,-9.9647,0.0694
3.3975,-0.3950,-9.9264,0.1125
3.4006,-0.4429,-9.9599,0.1173
3.4036,-0.5914,-9.9072,0.0407
3.4067,-0.5986,-9.9455,0.1867
3.4098,-0.3903,-9.9000,0.1101
3.4128,-0.4094,-9.8114,0.1389
3.4159,-0.3496,-9.9216,0.2155
3.4189,-0.4286,-9.8306,0.0814
3.4220,-0.3448,-9.9240,0.1077
3.4250,-0.4549,-9.9695,0.1173
3.4281,-0.4166,-9.9048,0.1245
3.4312,-0.4142,-9.9431,0.1053
3.4342,-0.4429,-9.9455,0.1676
3.4373,-0.3591,-9.9288,0.0790
3.4404,-0.4357,-9.9671,0.1149
3.4434,-0.4357,-9.9192,0.0790
3.4465,-0.3926,-9.9359,0.1820
3.4496,-0.4310,-9.9527,0.1772
3.4526,-0.4381,-9.9647,0.1437
3.4557,-0.4286,-10.1083,0.0910
3.4587,-0.3663,-9.9527,0.0694
3.4618,-0.3974,-9.9192,0.1173
3.4649,-0.4357,-9.9359,0.2035
3.4680,-0.4022,-10.0724,0.0982
3.4710,-0.4046,-9.8809,0.2777
3.4741,-0.4262,-9.9120,0.0599
3.4772,-0.4022,-9.9120,0.1915
3.4804,-0.3879,-9.9551,0.0958
3.4835,-0.4118,-9.9144,0.1173
3.4866,-0.4597,-9.9407,0.0766
3.4897,-0.3112,-9.9479,0.1173
3.4927,-0.5842,-9.9240,0.1030
3.4958,-0.4070,-9.9000,0.1341
3.4988,-0.4501,-9.9814,0.0838
3.5019,-0.4477,-9.9048,0.0982
3.5049,-0.4357,-10.0868,0.2897
3.5080,-0.4597,-10.0173,0.0886
3.5110,-0.4501,-9.9671,0.0910
3.5141,-0.3926,-9.9240,0.0359
3.5171,-0.4645,-9.9216,0.0838
3.5202,-0.3974,-9.9264,0.1652
3.5232,-0.3855,-9.9431,0.1365
3.5263,-0.3974,-9.9359,0.2155
3.5293,-0.4357,-10.0197,0.1317
3.5324,-0.4238,-9.9431,0.0718
3.5354,-0.5004,-9.9144,0.1796
3.5384,-0.3783,-9.9024,0.0982
3.5415,-0.4357,-9.9335,0.1030
3.5445,-0.3807,-9.9479,0.1293
3.5476,-0.4094,-9.9240,0.0646
3.5506,-0.3687,-9.9240,0.1030
3.5537,-0.4022,-9.8330,0.1484
3.5567,-0.3735,-9.8904,0.0718
3.5598,-0.4094,-9.9168,0.1245
3.5629,-0.4286,-9.9503,0.0862
3.5661,-0.3903,-9.8162,0.0814
3.5692,-0.4046,-9.9766,0.1077
3.5723,-0.4094,-9.9503,0.1652
3.5754,-0.4549,-9.9144,0.0886
3.5785,-0.4525,-9.9718,0.2155
3.5816,-0.4238,-9.9168,0.1508
3.5847,-0.6129,-9.9599,0.1101
3.5878,-0.3711,-9.9359,0.1460
3.5909,-0.4286,-10.0892,0.1987
3.5941,-0.4621,-9.9575,0.0910
3.5972,-0.4501,-9.9551,0.1006
3.6002,-0.4357,-9.9527,0.0718
3.6033,-0.4788,-9.9192,0.0934
3.6063,-0.3352,-10.0006,0.1341
3.6094,-0.4501,-9.9024,0.0910
3.6125,-0.4070,-9.9575,0.1820
3.6155,-0.4262,-9.9240,0.1700
3.6186,-0.4381,-9.9431,0.0503
3.6217,-0.5148,-9.9168,0.0886
3.6247,-0.3926,-9.8952,0.0527
3.6278,-0.4334,-9.9479,0.1484
3.6309,-0.3519,-9.9216,0.1149
3.6339,-0.3807,-9.9024,0.1341
3.6370,-0.3472,-9.9599,0.1149
3.6400,-0.3400,-10.0844,0.1221
3.6431,-0.4262,-9.9455,0.1365
3.6461,-0.3496,-9.9623,0.0239
3.6492,-0.3855,-9.9718,0.0718
3.6522,-0.4190,-9.9096,0.1197
3.6553,-0.4693,-9.9144,0.0958
3.6583,-0.4549,-9.9264,-0.0239
3.6614,-0.4262,-9.9647,0.1125
3.6645,-0.4477,-9.8785,0.1197
3.6675,-0.4357,-9.9958,0.0886
3.6706,-0.4070,-9.9575,0.0790
3.6736,-0.4070,-9.8928,0.1867
3.6767,-0.4429,-10.0293,0.1724
3.6797,-0.4238,-9.9288,0.1628
3.6828,-0.3735,-10.1011,0.1676
3.6858,-0.3711,-9.9599,0.0934
3.6889,-0.4597,-10.1083,0.0168
3.6920,-0.3448,-9.8138,0.1413
3.6951,-0.3950,-9.9742,0.2825
3.6982,-0.3735,-9.9192,0.0407
3.7012,-0.3855,-9.9264,0.0718
3.7043,-0.3543,-9.9264,0.1915
3.7073,-0.3903,-9.9120,0.2394
3.7104,-0.3974,-9.9168,0.1413
3.7134,-0.4022,-9.9575,0.1580
3.7165,-0.4070,-9.9288,0.0646
3.7195,-0.4525,-9.8761,0.0407
3.7226,-0.5842,-9.9383,0.1365
3.7256,-0.3567,-9.9240,0.1053
3.7287,-0.4573,-9.9264,0.1844
3.7317,-0.5794,-9.8904,0.0263
3.7348,-0.4477,-10.0940,0.1125
3.7378,-0.5962,-9.8713,0.2849
3.7409,-0.5938,-9.9647,0.3041
3.7439,-0.4501,-9.8761,0.2801
3.7470,-0.4381,-9.9479,0.1317
